# QIGOA reality-check | script=run_ceiling.py | experiment=ceiling | data_source=brats | commit=1461520d7785c65a06704e47ba229ddde0b2d9ff | generated=2026-07-17T18:08:18
# Provenance: numbers trace to this script + configs/*.yaml + the commit above (CLAUDE.md §5.3). Do not edit by hand.
# method_class: C = uses test-time ground truth (oracle = an UNREACHABLE upper bound, NOT a method); B = learned, out-of-fold only; A = unsupervised per-image.
patient_id,target,include_zero_bg,method,method_class,fold,params,dice,hd95,nsd,nsd_tau1,nsd_tau3,nsd_tau5,n_components,empty_mask,mask_hash,data_source,placeholder
BraTS20_Training_023,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,198,0.7444598337950139,55.83360563180054,0.4890038809831824,0.3958602846054334,0.5549805950840879,0.6015523932729625,77,0,0fbabce46c3356d2b834e7af784e9a72f5ff07069cd19d5570e8df0e2261ad85,brats,0
BraTS20_Training_024,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,160,0.9110539845758355,62.0503795175051,0.6901840490797546,0.6288343558282209,0.7101226993865031,0.7346625766871165,27,0,1799920c0460622b9aee8007b6f95b3e291c483d525d104dac13f895bde29f4b,brats,0
BraTS20_Training_025,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,158,0.9027504911591355,17.101163365729942,0.6014492753623188,0.4057971014492754,0.6648550724637681,0.7010869565217391,17,0,0f1a3e3b8205ba8fcdc7a93a55a468f50233a47ac5dbc43654de6129315a0fd5,brats,0
BraTS20_Training_026,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,131,0.9027724543247733,64.86331499663665,0.7016539440203562,0.6367684478371501,0.7372773536895675,0.7811704834605598,79,0,1bf1b7d5a1b43a525eea2930b69ecd6c80b7fb538bbf41ca2b2b9798bb035006,brats,0
BraTS20_Training_027,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,189,0.8710997442455243,15.687310483973297,0.7141057934508817,0.5692695214105793,0.7947103274559194,0.8664987405541562,18,0,ae5514a838de01bb61fb03f7de9940c13130ed8152c939ff1018cd072c3dfe86,brats,0
BraTS20_Training_028,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,219,0.7416470588235294,49.15871381824456,0.3712480252764613,0.2559241706161137,0.43759873617693523,0.5071090047393365,88,0,edd4a751976c9844a2e8efbf4bbefb85af6b7b227ff68004adaa0720b8d2ba25,brats,0
BraTS20_Training_029,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,184,0.8773274917853231,33.349610940070775,0.6716196136701337,0.5690936106983655,0.7414561664190193,0.8053491827637445,52,0,5b83dd8a731bc2b6e967615e71dc1523d5a0e1729fae55965275d43220ac265a,brats,0
BraTS20_Training_030,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,214,0.8040586245772267,62.82989945132283,0.6478779840848806,0.5503978779840849,0.7022546419098143,0.7639257294429708,127,0,93db2029b8701c14230aaef26084cb61ad2c78eec2f3b710ed0f7a0c79f142bb,brats,0
BraTS20_Training_031,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,170,0.9386454183266932,26.419689627245813,0.7731568998109641,0.7013232514177694,0.7901701323251418,0.7920604914933838,18,0,1a06cc632779029a820cc153ebbc6221e2aa992c65f3f62c92e1681f89fce6d5,brats,0
BraTS20_Training_032,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,214,0.8820564516129032,10.795807930936634,0.8244444444444444,0.7111111111111111,0.8488888888888889,0.8955555555555555,38,0,3c0552870ea2e6bd0cb7ed65b7ee85a325b33589977d86a35d7d7694907696cc,brats,0
BraTS20_Training_033,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,146,0.9596132855138001,9.055385138137417,0.8453900709219858,0.7943262411347518,0.8624113475177305,0.8765957446808511,19,0,42a16f8c4d143959dd1b3529c745c86c2d079bf8ce63323c84fada6fefe34b0a,brats,0
BraTS20_Training_034,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,152,0.9130032392410921,53.573566587965246,0.6051364365971108,0.5409309791332263,0.6356340288924559,0.6837881219903692,51,0,53810a404124c1bda454b2e19c31636cf3626cde3223b655ee32ba3613f7a040,brats,0
BraTS20_Training_035,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,171,0.7935578330893118,48.50566893862316,0.3689095127610209,0.22621809744779584,0.4756380510440835,0.5893271461716937,84,0,247db1ddab8861a9da9a489dfed5ab33b8b56387c56fe61d9c6afd73f86a4870,brats,0
BraTS20_Training_036,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,206,0.7244179750947483,64.72408721946206,0.38223938223938225,0.2722007722007722,0.4555984555984556,0.5308880308880309,62,0,61390a80857ad10be9c70a453df34b5379f88d1246ce3271dab4ee5300c09526,brats,0
BraTS20_Training_037,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,157,0.9013986822332678,50.67785249939703,0.576530612244898,0.461734693877551,0.6547619047619048,0.7125850340136054,87,0,8e69219685a228bac52bf8aee252d39fb23c02c0c8b1086b16a4c8505c52a916,brats,0
BraTS20_Training_038,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,151,0.8128067305445198,37.12007521094295,0.5406283856988082,0.42145178764897073,0.6262188515709642,0.7053087757313109,51,0,7779dc807730f2c9e2a55ca14a1dbc7ea3f0d5f09fd35fc43bbe68cb5fbdcb9c,brats,0
BraTS20_Training_039,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,187,0.8294017094017094,16.347994811337426,0.7080610021786492,0.6274509803921569,0.7538126361655774,0.8235294117647058,11,0,b11162bf8cb04b5d4cd353897e463782a309c3f77861b7ac89aea24ff82d9d47,brats,0
BraTS20_Training_040,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,150,0.9216910635684308,47.38143096192854,0.6950078003120125,0.593603744149766,0.7433697347893916,0.7839313572542902,88,0,16fca2e6ef2ce619713509a5d493d92cac928c6249be3b392564f84914ad6255,brats,0
BraTS20_Training_041,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,163,0.8985104270109235,60.03332407921454,0.5968331303288672,0.48599269183922045,0.6528623629719854,0.7088915956151035,53,0,5d7bd52c92de7373aa334032e2f88cde23c7321e5ef144c27dcc0ada5df6b5eb,brats,0
BraTS20_Training_042,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,141,0.8395904436860068,52.168955722710095,0.5478787878787879,0.46545454545454545,0.5878787878787879,0.6618181818181819,40,0,040b6139578ff3864fb46af6c48dc2bfa01dec27eff0b482813111391143f235,brats,0
BraTS20_Training_043,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,216,0.6729986431478969,69.57334116922986,0.44433962264150945,0.3650943396226415,0.5047169811320755,0.5849056603773585,110,0,c3e0a749883e758656c8ecfde8d7eb34547cc3e0b056c916201111a92000ea5c,brats,0
BraTS20_Training_044,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,255,0.6364428945074107,58.16995686203056,0.48098859315589354,0.38593155893536124,0.5285171102661597,0.5931558935361216,65,0,e77a7819a46071667aeed166c08ee9ddc304e3013a6203528d33abd3a9ac817c,brats,0
BraTS20_Training_045,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,183,0.8932297447280799,35.89202747098671,0.6175349428208387,0.5387547649301143,0.6670902160101652,0.7331639135959339,45,0,049e5c07ac89d381cc9ceea82f52a2be09f645d469201be89c6201832daba4ba,brats,0
BraTS20_Training_046,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,223,0.5450603902136885,73.59109927494096,0.3974700399467377,0.340878828229028,0.44673768308921435,0.5006657789613849,111,0,3bc017031e36e8a47f8972fda7076278c20b3c2fcd376c8c31b3d2074b07a16e,brats,0
BraTS20_Training_047,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,149,0.8438565389335879,76.02631123499285,0.4568165596002855,0.3561741613133476,0.516773733047823,0.5688793718772306,152,0,d6e7466c56b5e6d1495e28d97fdfb4d0676c507c065b2c4d997eb0c5101ea597,brats,0
BraTS20_Training_048,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,221,0.5820456217807212,46.970729919164846,0.4406354515050167,0.3419732441471572,0.5234113712374582,0.6112040133779264,128,0,f2d7175a0172cc8f261460cf63b49b0099041928a847ce622721ec41eca97ded,brats,0
BraTS20_Training_049,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,173,0.8689771766694844,52.13011580740136,0.6496478873239436,0.49295774647887325,0.7482394366197183,0.795774647887324,42,0,f09957c9e2eae02ee8732d926ed2ef331621b1db3798dc55d4fe86226b642e6c,brats,0
BraTS20_Training_050,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,161,0.81738768718802,70.18470129611634,0.5021132713440406,0.4065934065934066,0.5621301775147929,0.6314454775993238,98,0,a5b8f949c2094e477dff9c1d3ed4c20d67577753fd6d9dbba9b9c9e3386ba445,brats,0
BraTS20_Training_051,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,167,0.944979794839913,30.00999722376436,0.812743823146944,0.7334200260078023,0.8478543563068921,0.8595578673602081,29,0,e1548e9d577c06e01a4f5d202d5e9fd2dd5ad0f28d7c22c3936266a0d21ef393,brats,0
BraTS20_Training_052,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,203,0.8882791062328499,17.46424919657298,0.6606425702811245,0.5742971887550201,0.6967871485943775,0.7469879518072289,25,0,73fa77ef7b5efaec3dc0cfd333857f9abcfe35317c12178d72ae0e38a6f4df2e,brats,0
BraTS20_Training_053,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,157,0.9201923076923076,55.30233934756083,0.6493362831858407,0.5696902654867256,0.6758849557522124,0.7046460176991151,42,0,23b0387055f31d7e087d79e13c763ddcbe291088341ee1e0243401945e6dd6e6,brats,0
BraTS20_Training_054,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,149,0.8306345733041576,53.759103516389914,0.49547738693467336,0.38090452261306534,0.5879396984924623,0.6472361809045226,88,0,b6cb2a7dfe49a985765a4f9fa5ebe79a50d26116775246648d41f1800c5898a7,brats,0
BraTS20_Training_055,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,186,0.9329618095394198,12.107747902022389,0.6875871687587168,0.6122733612273361,0.7419804741980475,0.806136680613668,24,0,953d22c70321133c5ab9c3a7d892d38deaf69ddd2bae82330232b25bf178a003,brats,0
BraTS20_Training_056,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,211,0.9126682775284778,23.64912551867959,0.7634146341463415,0.5804878048780487,0.8,0.8268292682926829,16,0,def95c77f906186898b0b2ad08cb00e831b0c425cbd6a3e2820a4b435cf6307e,brats,0
BraTS20_Training_057,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,150,0.9515646800877018,2.8284271247461903,0.9069767441860465,0.7848837209302325,0.9554263565891473,0.9767441860465116,6,0,e54027e2393a23d36807d06945553a65dd19fdba70cdb87d3e3b1630c2163bed,brats,0
BraTS20_Training_058,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,183,0.6943452940071388,37.013511046643494,0.5477131564088086,0.4246188594014681,0.6369282891022021,0.7351778656126482,137,0,afdb8c08af11832897beed495dee26fb451eb0a7e21e3e24ce4dc152aaa6e41c,brats,0
BraTS20_Training_059,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,230,0.6067632850241546,42.94764214849842,0.40370751802265703,0.345005149330587,0.44387229660144184,0.5345005149330587,100,0,9ff6f62bd1ea907dca3b295dcbdcda8d1008825b53a111a987931595f019b912,brats,0
BraTS20_Training_060,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,158,0.8871327254305977,44.43527907560828,0.5723270440251572,0.4691823899371069,0.6213836477987421,0.6691823899371069,63,0,5f79a5097c1d94270e0f1dcb956671d1356ae933f2c87a6d4adc9cd8ad032399,brats,0
BraTS20_Training_061,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,229,0.782312925170068,33.86721445036597,0.45592705167173253,0.3617021276595745,0.601823708206687,0.7112462006079028,11,0,e25eeef3907a6c33b299a84cfc19f0ba037315121bd0c9efe9d4bed50dae0955,brats,0
BraTS20_Training_062,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,148,0.933603786342123,27.202941017470888,0.6137566137566137,0.5619047619047619,0.6243386243386243,0.6412698412698413,30,0,bc8ad68422323c7488e094182367dcdf8af7ec06afd352fc980fa130c2b11757,brats,0
BraTS20_Training_063,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,253,0.6749555950266429,72.3871258430762,0.4155844155844156,0.3333333333333333,0.461038961038961,0.5086580086580087,60,0,f32a67ef89344a733944bbbe036a40f724a80de95a70104e9653de0a9025ffae,brats,0
BraTS20_Training_064,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,177,0.8507490290364342,29.04822472733588,0.4803548795944233,0.3472750316856781,0.5614702154626109,0.7008871989860583,49,0,ce0048db0496e00f8099b68a82fae63dac7c121db09dd55d12613fee3fd6474f,brats,0
BraTS20_Training_065,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,224,0.8576388888888888,8.602325267042627,0.6963855421686747,0.6481927710843374,0.7590361445783133,0.8409638554216867,22,0,e8247a306f6b005feba329aba6742315a9eb6dd08e7231b615a13d0fbd612248,brats,0
BraTS20_Training_066,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,171,0.910394265232975,47.62451756427836,0.6486486486486487,0.5694980694980695,0.6756756756756757,0.7239382239382239,46,0,242b19cbf2a749a07df147428bd90d50a45d18b4510d7f5e9c36c51def8245ab,brats,0
BraTS20_Training_067,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,152,0.9170681348933242,34.655446902326915,0.695364238410596,0.6225165562913907,0.7284768211920529,0.7509933774834437,24,0,46087659d7607f2b94aaece019c19a4c04e82c78a9fd7f928e19927344051335,brats,0
BraTS20_Training_068,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,169,0.9177330895795247,52.0,0.7294520547945206,0.613013698630137,0.785958904109589,0.803082191780822,39,0,0132dbfadc6d039b7c15031847165e54380a03c8159a8fe4271a39ce68d4b3df,brats,0
BraTS20_Training_069,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,153,0.9013738411705574,3.1622776601683795,0.9182600382409177,0.8303059273422562,0.9493307839388145,0.9651051625239006,49,0,9a8b718add123c6289907e363202c8e9ac428466d70bdcfbe95ca2011c55bb3d,brats,0
BraTS20_Training_070,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,212,0.8988119623105285,51.99711458407451,0.5905707196029777,0.5136476426799007,0.6327543424317618,0.674937965260546,41,0,642e830c83c5d89fa8be3d32265222163b72c77707539d3f24460c3e35e5b0e7,brats,0
BraTS20_Training_071,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,177,0.9292419784223063,5.8563091106185015,0.7200557103064067,0.5557103064066853,0.8259052924791086,0.9233983286908078,15,0,3f7749b79dd124df00b276a6bfc352ff0e1235137d71fedc4939819f0fe32268,brats,0
BraTS20_Training_072,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,221,0.7961654894046418,26.019223662515376,0.6122661122661123,0.49064449064449067,0.6995841995841996,0.7806652806652806,36,0,a4a99fd7df34fe86714db7b16caf1b638178bcb4863a4f05446312722cb349e7,brats,0
BraTS20_Training_073,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,155,0.880187025131502,49.340366705652386,0.5104333868378812,0.4333868378812199,0.5537720706260032,0.6211878009630819,45,0,3f06c701adf28bbc151bd915317b315128842552bc2640d49f63dae7784c21cd,brats,0
BraTS20_Training_074,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,173,0.6504065040650406,67.45182296910153,0.39520958083832336,0.32385229540918165,0.4346307385229541,0.4880239520958084,186,0,60c3877812df658a83fee17071fef79dda46806bbb37ef139010c2a0ad70d35b,brats,0
BraTS20_Training_075,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,86,0.922104258618633,45.50159920743885,0.6142857142857143,0.5255102040816326,0.673469387755102,0.7255102040816327,70,0,84846d1b4260807f88ed6b9d1127b528556a0d33236f34ca603a385214d65e01,brats,0
BraTS20_Training_076,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,181,0.9161603888213852,40.659781470474826,0.7430025445292621,0.6870229007633588,0.7633587786259542,0.7786259541984732,25,0,1c70935d8bfa7d843b2e2712a525831cc55602f3baabd90130d582239039d4d6,brats,0
BraTS20_Training_077,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,177,0.8367936925098555,53.09422574418886,0.5909712722298222,0.466484268125855,0.6265389876880985,0.652530779753762,49,0,7aa0a6d71c167934d5d607ddd6e03aa439dd95c224ac5e76dbfc6a414dbb9556,brats,0
BraTS20_Training_078,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,202,0.8367952522255193,46.92308961664531,0.6150289017341041,0.5167630057803468,0.6554913294797687,0.6959537572254335,75,0,2ffcf840e7ee7184bb84772890f6d6c60e80f1091f977c639883582177644966,brats,0
BraTS20_Training_079,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,255,0.5949748743718593,70.6813269442606,0.33402489626556015,0.25933609958506226,0.3817427385892116,0.4004149377593361,130,0,24c209d04cd3bf54cbe2a2e0bc0da7c9cad87e617cac8e7261ea1535d6f5b06b,brats,0
BraTS20_Training_080,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,192,0.8786692759295499,41.77922934888497,0.5425531914893617,0.3680851063829787,0.6297872340425532,0.6680851063829787,38,0,49dd7914c75989ed0aa1df3778602507fed2a8d363a8340b39e9bff232c304d8,brats,0
BraTS20_Training_081,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,195,0.880476393024245,43.18564576337837,0.5759637188208617,0.5056689342403629,0.6281179138321995,0.6757369614512472,48,0,2028740ca4b5d2b7485c90f44f72e126c5329cf934fd6a046ad63e6a5a9b1b01,brats,0
BraTS20_Training_082,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,253,0.634584013050571,48.28817215848879,0.4418604651162791,0.35271317829457366,0.49806201550387597,0.5852713178294574,55,0,84a6fd31aad347a2894aef8a5375b16c2a49d393b4c06ad1b5b2f213392cda7a,brats,0
BraTS20_Training_083,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,158,0.9156109083100709,42.256264112939654,0.7397820163487738,0.6743869209809265,0.7574931880108992,0.773841961852861,32,0,36447ad0f214cd526ef8366fda1ea02a9b5ce631196cd168c8f84fa9aeada3b6,brats,0
BraTS20_Training_084,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,169,0.8927935943060499,55.36547893674683,0.6457831325301204,0.5819277108433735,0.6903614457831325,0.7385542168674699,80,0,9abf50b27f97e0357df58b3424759c68a77997d76bca202b112c2a852c8c14e5,brats,0
BraTS20_Training_085,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,208,0.8215324927255092,49.193475480541665,0.6149425287356322,0.5344827586206896,0.6800766283524904,0.7452107279693486,59,0,93b3944908882e6bb2b4770685e353201cd04242c3e6c85fa74ebdb3e16f7e5b,brats,0
BraTS20_Training_086,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,210,0.5051746442432082,105.67661783177128,0.2629139072847682,0.20794701986754968,0.3079470198675497,0.3536423841059603,212,0,9e2b64aa5d683410213b4c337cc53f0906353524ab03a12edf9da2f98db7fb90,brats,0
BraTS20_Training_087,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,206,0.3044448258108804,98.00510190801293,0.10286188303608461,0.07465781833264205,0.11903774367482373,0.14267938614682704,168,0,f23f61d672b3c5ce14bae74ad1aeaac45694a58355c7e6f7f9a346a1b1254323,brats,0
BraTS20_Training_088,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,230,0.5380977404098791,68.8839603971781,0.3205574912891986,0.2229965156794425,0.37746806039488967,0.46689895470383275,136,0,2b3b03c33b57e67053bd4782606efadc3622d1eef7b181286a2c9672990c0226,brats,0
BraTS20_Training_089,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,194,0.8909245845760545,15.0,0.6049382716049383,0.5452674897119342,0.6515775034293553,0.720164609053498,94,0,0c8c6d9ca923b00f79f57fb39ab4ccc791e9978a2e284f49521f009a0b3a5d21,brats,0
BraTS20_Training_090,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,188,0.8363283147158815,41.042840151311346,0.5597964376590331,0.40458015267175573,0.6513994910941476,0.7022900763358778,37,0,219d97d5bc19cedd29251707b8dd14d63529eed2df35f7a7ac3afa37bb8a9a5f,brats,0
BraTS20_Training_091,wt_flair,na,oracle_single,C: uses test-time ground truth,-1,137,0.9071141574095959,53.45477996870214,0.611013986013986,0.5340909090909091,0.6555944055944056,0.7027972027972028,106,0,b219a6d35855f4540b1f795395f5e8ee9402853e711a0e6d2e78baa75937e520,brats,0
